time,ram_limit,cpu_limit,ram_usage,cpu_usage,n,min,lat50,lat75,lat95,lat99
1644254572,4096M,0.5,256253952.0,0.421981,50,52617,164386,190482,216689,256017
1644254635,4096M,0.5,247582720.0,0.470983,50,37968,146900,176287,200123,245869
1644254698,4096M,0.5,245317632.0,0.458622,50,38983,134320,164195,196411,246030
1644254766,4096M,0.5,453586944.0,0.426023,100,16639542,17222745,17333617,17506451,17608140
1644254835,4096M,0.5,467480576.0,0.426618,100,16544309,17016872,17113392,17292601,17370584
1644254903,4096M,0.5,468852736.0,0.440343,100,16361356,16846095,16939776,17103166,17204947
1644254972,4096M,0.5,464084992.0,0.448078,100,15426064,16080897,16231173,16467698,16568009
1644255041,4096M,0.5,464084992.0,0.455343,100,15754900,16216631,16322435,16462550,16626925
1644255111,4096M,0.5,493494272.0,0.458713,150,29273511,29898625,30066257,30246261,30371072
1644255182,4096M,0.5,557187072.0,0.468431,150,29263533,29912915,30096270,30263052,30347908
1644255252,4096M,0.5,552566784.0,0.478001,150,29256739,29851647,29985626,30166721,30256448
1644255323,4096M,0.5,531738624.0,0.489545,150,29509345,30052886,30203884,30382382,30482206
1644255393,4096M,0.5,581185536.0,0.49844,150,28871072,29762190,29888254,30104148,30225230
1644255465,4096M,0.5,573837312.0,0.498291,200,35599226,36239541,36442221,36734694,36822753
1644255544,4096M,0.5,617910272.0,0.498558,200,35484484,36030221,36188891,36494697,36822106
1644255623,4096M,0.5,617910272.0,0.498431,200,35565837,36437425,36716724,37039684,37163594
1644255702,4096M,0.5,670052352.0,0.498303,200,35569007,36187735,36429760,36693138,36858232
1644255780,4096M,0.5,646262784.0,0.498393,200,35605373,36298304,36480612,36712496,36851549
1644255860,4096M,0.5,675782656.0,0.498396,250,40096357,40886208,41130602,41463644,41582916
1644255947,4096M,0.5,766095360.0,0.498433,250,40359742,41039423,41224969,41425473,41523808
1644256035,4096M,0.5,645435392.0,0.497918,250,39998190,40806463,41060300,41418271,41745245
1644256122,4096M,0.5,730509312.0,0.498048,250,40147311,40886800,41090554,41334722,41512539
1644256211,4096M,0.5,805806080.0,0.497986,300,42037672,43079897,43411347,43752875,44066451
1644256308,4096M,0.5,879448064.0,0.498059,300,42326198,43113221,43325268,43679573,43956378
1644256405,4096M,0.5,877723648.0,0.498356,300,42384970,43338857,43579384,43815844,43990622
1644256502,4096M,0.5,877723648.0,0.498086,300,42336920,43290482,43508269,43849724,44103959
1644256599,4096M,0.5,810561536.0,0.497672,300,42355402,43043796,43234825,43472111,43597251
1644256697,4096M,0.5,810561536.0,0.497897,350,44839283,45630859,45893654,46197940,46468711
1644256796,4096M,0.5,1069551616.0,0.4978,350,45324743,46087475,46254266,46414186,46572788
1644256896,4096M,0.5,944447488.0,0.497803,350,45130916,45960662,46163723,46399910,46499746
1644256995,4096M,0.5,1130647552.0,0.497247,350,44900753,46024076,46183317,46352591,46437690
1644257096,4096M,0.5,1130217472.0,0.498005,400,45984207,46918329,47142196,47462251,47778078
1644257197,4096M,0.5,1130217472.0,0.497996,400,46372026,46925913,47088032,47374380,47623834
1644257298,4096M,0.5,1039216640.0,0.497816,400,46017147,46953341,47234337,47598933,47890674
1644257399,4096M,0.5,1105403904.0,0.497739,400,45982037,46824504,47148449,47528198,47745353
1644257502,4096M,0.5,1052033024.0,0.498084,400,45897312,46887267,47132003,47545894,47820850
1644257604,4096M,0.5,1117995008.0,0.497828,450,46691243,47801247,48065867,48533379,48855672
1644257708,4096M,0.5,1117995008.0,0.497753,450,46748150,47779873,48005317,48287589,48457128
1644257810,4096M,0.5,942235648.0,0.497826,450,46931086,47582824,47768124,47995088,48172023
1644257913,4096M,0.5,1085837312.0,0.497668,450,46856970,47553802,47871313,48454415,48926760
1644258016,4096M,0.5,940179456.0,0.497946,450,46774568,47741432,48038646,48333326,48550811
1644258122,4096M,0.5,1154760704.0,0.497785,500,46810240,48100258,48327220,48641680,48760435
1644258362,3968M,0.5,660779008.0,0.317284,50,38368,131651,163746,195230,235637
1644258425,3968M,0.5,241856512.0,0.399158,50,27976,116873,141704,174686,188349
1644258487,3968M,0.5,245903360.0,0.459687,50,35982,149560,178380,213280,262729
1644258550,3968M,0.5,245903360.0,0.459433,50,35759,121635,148856,175187,184208
1644258613,3968M,0.5,253788160.0,0.424865,50,44106,141860,166935,189775,211849
1644258681,3968M,0.5,454254592.0,0.419814,100,15774724,16513864,16628061,16814111,16984651
1644258750,3968M,0.5,465854464.0,0.419783,100,16054021,16538775,16658538,16804068,16965153
1644258819,3968M,0.5,465854464.0,0.437926,100,16276984,16839098,16941482,17105865,17180536
1644258887,3968M,0.5,449150976.0,0.435972,100,15155676,16031918,16178900,16365044,16486301
1644258957,3968M,0.5,462540800.0,0.463927,100,14941439,15580400,15691499,16084167,16274027
1644259027,3968M,0.5,560189440.0,0.453837,150,29431184,30012266,30156804,30332724,30426681
1644259097,3968M,0.5,560189440.0,0.46426,150,29339034,29837744,29984440,30161641,30263898
1644259167,3968M,0.5,591712256.0,0.47683,150,29100795,29722062,29867011,30046058,30170109
1644259238,3968M,0.5,570662912.0,0.488022,150,29167149,29746834,29890175,30069797,30155832
1644259308,3968M,0.5,547819520.0,0.498041,150,29119497,29791376,29939205,30150437,30260361
1644259380,3968M,0.5,631312384.0,0.498134,200,35211830,36138453,36416746,36675194,36831449
1644259459,3968M,0.5,631312384.0,0.497974,200,35459586,36099675,36296282,36584690,36683600
1644259538,3968M,0.5,702484480.0,0.498433,200,35546570,36141023,36317750,36588539,36751525
1644259616,3968M,0.5,703172608.0,0.498242,200,35204858,36232729,36455795,36675784,36753323
1644259695,3968M,0.5,703172608.0,0.498052,200,35474384,36502418,36617981,36769893,36891679
1644259775,3968M,0.5,684109824.0,0.498274,250,39953069,40599762,40840922,41239206,41409476
1644259863,3968M,0.5,731115520.0,0.497997,250,40016652,40736945,41038211,41377685,41623180
1644259950,3968M,0.5,731115520.0,0.497745,250,39894686,40635238,40892946,41152596,41537993
1644260038,3968M,0.5,731734016.0,0.49782,250,39536645,40596566,40841709,41357749,41535562
1644260126,3968M,0.5,805822464.0,0.497846,250,40011337,40869655,41090524,41323518,41427764
1644260215,3968M,0.5,844906496.0,0.498004,300,42066450,42762169,42967108,43247846,43385924
1644260312,3968M,0.5,844906496.0,0.497824,300,41848862,42719483,42894559,43180875,43368967
1644260409,3968M,0.5,846692352.0,0.497851,300,42388517,42971196,43172971,43527966,43712187
1644260505,3968M,0.5,846692352.0,0.497903,300,41211136,42476385,42744629,43288024,43532007
1644260602,3968M,0.5,840130560.0,0.498152,300,42324970,42974065,43234450,43654318,43803696
1644260700,3968M,0.5,904724480.0,0.498303,350,44908107,45499435,45712882,45994898,46141929
1644260802,3968M,0.5,809771008.0,0.498406,400,46144851,47005926,47368534,47773091,47895301
1644260904,3968M,0.5,894136320.0,0.497989,400,46293670,47116068,47370946,47535831,47641356
1644261005,3968M,0.5,1135255552.0,0.49794,400,45557132,46721515,47186700,47700805,47882948
1644261106,3968M,0.5,1071206400.0,0.497561,400,46084280,47103509,47303301,47508033,47702852
1644261207,3968M,0.5,1057832960.0,0.497835,400,45715148,46942051,47294745,47738093,47912807
1644261310,3968M,0.5,926167040.0,0.49795,450,47056798,47943998,48216140,48498928,48630985
1644261414,3968M,0.5,1217204224.0,0.497708,450,47053819,47820656,48074363,48461545,48569088
1644261517,3968M,0.5,1132306432.0,0.497468,450,46752301,47731711,47956392,48233110,48423152
1644261619,3968M,0.5,1059233792.0,0.497537,450,46702350,47544439,47726752,48210417,48479382
1644261722,3968M,0.5,1205772288.0,0.497372,450,46606540,47666345,47904808,48245945,48397003
1644261827,3968M,0.5,1028317184.0,0.496444,500,47227880,48184591,48405816,48697219,48856415
1644261931,3968M,0.5,1261928448.0,0.497464,500,47261338,48164182,48400082,48698536,48860064
1644262182,3840M,0.5,647843840.0,0.304458,50,39147,142074,167149,192213,224149
1644262244,3840M,0.5,249581568.0,0.433587,50,44533,142577,169650,192362,209671
1644262307,3840M,0.5,255324160.0,0.477339,50,32624,138173,163487,184151,193363
1644262370,3840M,0.5,256135168.0,0.459459,50,33871,129275,157626,185090,203370
1644262438,3840M,0.5,493625344.0,0.442299,100,16260449,16790050,16879754,16988460,17052470
1644262507,3840M,0.5,451723264.0,0.414109,100,15584818,16279380,16378291,16491230,16577578
1644262575,3840M,0.5,490053632.0,0.441797,100,15718722,16375472,16476287,16665576,16744770
1644262644,3840M,0.5,420929536.0,0.448193,100,14942853,15527787,15652566,15812205,15949672
1644262713,3840M,0.5,450662400.0,0.463759,100,15293498,15942209,16104576,16323284,16534993
1644262782,3840M,0.5,552321024.0,0.454702,150,28716874,29266867,29414042,29631192,29782543
1644262853,3840M,0.5,552321024.0,0.467692,150,29083431,29714550,29875771,30081388,30227894
1644262924,3840M,0.5,626110464.0,0.476052,150,28492856,29021728,29135146,29332963,29476872
1644262994,3840M,0.5,626110464.0,0.487581,150,28393757,29123797,29381411,29626492,29775609
1644263064,3840M,0.5,565493760.0,0.498627,150,29153091,29898162,30074566,30245866,30365929
1644263136,3840M,0.5,619151360.0,0.498331,200,35391786,36284942,36407150,36574723,36644306
1644263214,3840M,0.5,697626624.0,0.498506,200,35424171,36028377,36299063,36648963,36813384
1644263293,3840M,0.5,697626624.0,0.498402,200,35321117,36091234,36263369,36442363,36549356
1644263372,3840M,0.5,664846336.0,0.498183,200,35156900,35956843,36199771,36714784,36856716
1644263450,3840M,0.5,664846336.0,0.498085,200,35267413,35982020,36154249,36387500,36697689
1644263529,3840M,0.5,696664064.0,0.498012,250,40043885,40683840,40904372,41194395,41322613
1644263618,3840M,0.5,723664896.0,0.498139,250,39860491,40626755,40833650,41135522,41304889
1644263706,3840M,0.5,736047104.0,0.497864,250,39607523,40902562,41200463,41511881,41611589
1644263793,3840M,0.5,736047104.0,0.498494,250,39860424,40613935,40824119,41016702,41207402
1644263882,3840M,0.5,723312640.0,0.498035,250,40054086,40740229,41007645,41272079,41400104
1644263971,3840M,0.5,839413760.0,0.498167,300,42113722,42825850,43076228,43453735,43573322
1644264068,3840M,0.5,852119552.0,0.497751,300,41598447,42429611,42727047,43225349,43403735
1644264165,3840M,0.5,852119552.0,0.498141,300,41796567,42479978,42732567,43157132,43415561
1644264263,3840M,0.5,851644416.0,0.498299,350,44882413,45602026,45796438,46047548,46252210
1644264363,3840M,0.5,1022361600.0,0.497901,350,44825087,45568513,45756722,45927036,46050460
1644264463,3840M,0.5,910430208.0,0.497893,350,44711853,45625137,45844406,46081134,46209247
1644264564,3840M,0.5,1053118464.0,0.49777,400,45887586,46889559,47220388,47649052,47818391
1644264665,3840M,0.5,1016487936.0,0.498007,400,45941853,46614860,47029040,47463565,47535008
1644264768,3840M,0.5,898129920.0,0.497908,450,46828510,47658053,47971576,48184679,48289505
1644264871,3840M,0.5,1134501888.0,0.497849,450,46587786,47484591,47781487,48149522,48253645
1644264976,3840M,0.5,950276096.0,0.49754,500,47111201,48138592,48373590,48755362,49023061
1644265081,3840M,0.5,1308717056.0,0.497713,500,47189296,47873288,48161831,48442465,48753895
1644265322,3712M,0.5,621596672.0,0.319311,50,43219,144284,169907,197855,219617
1644265384,3712M,0.5,247447552.0,0.401493,50,51022,166353,185399,212122,257652
1644265447,3712M,0.5,251031552.0,0.451285,50,4055,89932,143863,189837,213499
1644265509,3712M,0.5,252334080.0,0.461762,50,32208,109644,140026,173781,194556
1644265572,3712M,0.5,257646592.0,0.439592,50,29995,108860,135336,170137,184636
1644265640,3712M,0.5,484720640.0,0.419122,100,14944769,15672633,15783806,15984442,16108385
1644265709,3712M,0.5,466755584.0,0.427784,100,15268677,15809344,15925724,16082088,16185014
1644265778,3712M,0.5,444608512.0,0.435809,100,16630947,17048640,17160011,17296780,17361396
1644265846,3712M,0.5,455360512.0,0.443752,100,14924136,15429268,15585459,15831888,15937274
1644265915,3712M,0.5,434339840.0,0.462576,100,15668679,16181088,16292464,16462009,16576544
1644265985,3712M,0.5,657756160.0,0.456916,150,29303226,29984652,30119848,30286959,30400920
1644266056,3712M,0.5,657756160.0,0.465863,150,29645323,30110713,30244439,30434771,30548856
1644266126,3712M,0.5,501825536.0,0.477447,150,29267256,29779843,29943571,30132801,30266379
1644266197,3712M,0.5,557690880.0,0.488004,150,29540296,30068110,30220300,30448636,30566186
1644266268,3712M,0.5,559067136.0,0.4981,150,29353743,29896012,30028520,30225830,30326961
1644266340,3712M,0.5,673247232.0,0.49811,200,35506962,36092796,36283255,36616066,36817896
1644266418,3712M,0.5,673247232.0,0.498164,200,35192257,36167309,36409024,36747696,36890461
1644266497,3712M,0.5,600854528.0,0.49801,200,35344625,36260072,36412934,36646692,36893337
1644266576,3712M,0.5,675491840.0,0.498133,200,35414953,35827896,35946734,36131091,36349576
1644266656,3712M,0.5,675491840.0,0.49813,250,39899598,40809066,41009281,41301657,41458580
1644266743,3712M,0.5,674889728.0,0.497987,250,39694043,40484164,40686953,40888744,41045639
1644266833,3712M,0.5,725975040.0,0.49812,250,39957367,40826849,41144765,41518473,41727977
1644266920,3712M,0.5,743350272.0,0.498076,250,40105333,40760892,40999889,41420971,41577842
1644267009,3712M,0.5,699633664.0,0.498115,250,39820972,40739084,40912883,41194590,41375653
1644267098,3712M,0.5,834195456.0,0.498172,300,42263937,43029034,43227605,43485659,43714107
1644267196,3712M,0.5,905875456.0,0.497932,300,42111667,42815810,43017941,43307777,43555742
1644267293,3712M,0.5,895741952.0,0.498231,300,42507245,43261604,43454905,43696419,43901407
1644267392,3712M,0.5,877522944.0,0.497797,350,44664656,45740909,45952737,46222895,46346449
1644267493,3712M,0.5,799391744.0,0.498044,400,45803734,46990088,47282478,47588455,47823613
1644267596,3712M,0.5,1145192448.0,0.497883,400,46029824,47197335,47478672,47734748,47871310
1644267697,3712M,0.5,980549632.0,0.49777,400,46091449,46824266,47082302,47413157,47578979
1644267800,3712M,0.5,903929856.0,0.497709,450,47050714,47815649,48112195,48346431,48438265
1644267903,3712M,0.5,1117290496.0,0.497368,450,46808396,47718472,48006508,48299589,48444293
1644268006,3712M,0.5,941604864.0,0.496367,450,46675818,47696678,47920298,48135032,48321303
1644268109,3712M,0.5,1147043840.0,0.497536,450,46398511,47452273,47703372,47896826,48027315
1644268212,3712M,0.5,1069580288.0,0.497439,450,46897807,47650923,47860523,48124037,48327192
1644268318,3712M,0.5,1148870656.0,0.496669,500,47052227,47993982,48185787,48592369,48733288
1644268481,3584M,0.5,632750080.0,0.223876,50,57292,145325,170905,191693,202765
1644268543,3584M,0.5,243945472.0,0.305623,50,20801,131675,160994,193705,213522
1644268606,3584M,0.5,279195648.0,0.349058,50,43621,149219,175397,197427,221574
1644268675,3584M,0.5,459902976.0,0.441889,100,16446331,16964233,17094099,17387753,17565290
1644268743,3584M,0.5,459902976.0,0.441165,100,16405830,16950487,17055757,17211627,17341265
1644268812,3584M,0.5,472387584.0,0.436044,100,16368669,16964926,17090691,17247737,17356699
1644268880,3584M,0.5,472387584.0,0.44535,100,16826146,17247452,17355072,17500668,17589084
1644268949,3584M,0.5,468733952.0,0.459246,100,17115991,17751250,17872086,18036559,18139418
1644269019,3584M,0.5,527970304.0,0.462781,150,30033829,30590278,30717658,30885779,30985253
1644269091,3584M,0.5,527970304.0,0.467676,150,29710490,30205757,30348065,30522038,30653533
1644269162,3584M,0.5,533155840.0,0.476177,150,29616393,30069059,30184928,30323708,30411984
1644269234,3584M,0.5,533155840.0,0.488535,150,29346733,30321758,30491483,30669966,30755887
1644269304,3584M,0.5,521986048.0,0.498238,150,30194525,30815502,30936940,31161312,31252580
1644269377,3584M,0.5,590655488.0,0.498392,200,35724854,36350023,36529186,36765195,36908268
1644269456,3584M,0.5,633913344.0,0.497889,200,35614902,36131730,36286701,36564378,36690086
1644269536,3584M,0.5,633913344.0,0.497847,200,35643856,36219861,36477655,36753647,36972545
1644269615,3584M,0.5,627838976.0,0.497841,200,35764452,36304144,36468671,36699113,36857324
1644269696,3584M,0.5,728371200.0,0.498317,250,40378354,41005416,41246213,41607531,41791578
1644269783,3584M,0.5,728371200.0,0.498126,250,40080750,41020320,41216722,41486491,41668187
1644269870,3584M,0.5,695357440.0,0.498077,250,40270152,41103561,41345917,41812972,42095595
1644269957,3584M,0.5,721891328.0,0.498068,250,40313837,41080819,41334935,41714341,41836572
1644270044,3584M,0.5,729976832.0,0.498072,250,40259899,41098573,41290213,41527031,41637118
1644270133,3584M,0.5,756039680.0,0.497893,300,43005702,43583497,43746186,43967427,44073381
1644270230,3584M,0.5,756039680.0,0.498115,300,42491439,43653332,43842344,44156715,44382553
1644270330,3584M,0.5,918577152.0,0.498075,350,45488931,46262323,46430429,46681589,46869615
1644270429,3584M,0.5,918577152.0,0.497742,350,45215511,46028369,46262324,46524317,46703409
1644270530,3584M,0.5,1074204672.0,0.497984,400,46242089,47089693,47259969,47586152,47750872
1644270631,3584M,0.5,1091575808.0,0.497643,400,46390420,47167881,47384872,47799334,47929658
1644270733,3584M,0.5,1035456512.0,0.497493,400,45928391,47115332,47408174,47687868,47839630
1644270834,3584M,0.5,1050693632.0,0.497689,400,46431990,47278303,47541560,47945596,48170212
1644270936,3584M,0.5,1029959680.0,0.49748,400,46306772,47105483,47435778,47825586,47946295
1644271038,3584M,0.5,1142796288.0,0.497704,450,47078942,47965911,48300971,48676096,48760383
1644271141,3584M,0.5,1147908096.0,0.497673,450,46753734,47773133,48339888,48771525,48885551
1644271245,3584M,0.5,950386688.0,0.496896,450,46663287,47556984,47852941,48333075,48476979
1644271348,3584M,0.5,1282809856.0,0.497496,450,46602430,47675356,47999668,48421470,48526934
1644271452,3584M,0.5,925118464.0,0.497418,450,46609560,47492370,47975242,48418458,48509042
1644271557,3584M,0.5,1229172736.0,0.497331,500,47334838,48239698,48475681,48725959,48970475
1644271800,3456M,0.5,682516480.0,0.326551,50,36595,142748,172307,197207,240718
1644271863,3456M,0.5,250458112.0,0.408654,50,72657,168823,189071,214721,248807
1644271926,3456M,0.5,250355712.0,0.458976,50,55887,150684,173404,197098,217199
1644271988,3456M,0.5,249819136.0,0.443502,50,39075,137993,164253,194828,215501
1644272051,3456M,0.5,249819136.0,0.425309,50,105171,189366,213327,259204,275130
1644272120,3456M,0.5,452542464.0,0.418835,100,17299410,17705745,17828577,18020462,18116825
1644272188,3456M,0.5,405225472.0,0.430321,100,17792441,18283434,18413023,18612176,18736920
1644272257,3456M,0.5,467656704.0,0.439148,100,16634376,17200302,17364219,17537826,17754690
1644272327,3456M,0.5,467656704.0,0.446822,100,16951150,17596058,17728327,17885726,17982882
1644272395,3456M,0.5,484823040.0,0.466176,100,16795278,17442413,17659869,17895007,18102695
1644272465,3456M,0.5,543440896.0,0.461438,150,29483981,30305982,30474424,30718612,30862641
1644272536,3456M,0.5,543440896.0,0.468161,150,30057930,30569204,30679617,30856238,30985209
1644272608,3456M,0.5,538357760.0,0.478855,150,29434583,30037991,30223867,30416978,30528916
1644272678,3456M,0.5,540463104.0,0.486626,150,30173275,30679220,30797928,30971558,31191637
1644272750,3456M,0.5,540463104.0,0.498212,150,29784965,30364235,30530522,30937359,31098174
1644272822,3456M,0.5,667365376.0,0.498402,200,35862345,36504540,36665475,36923999,37081897
1644272902,3456M,0.5,667365376.0,0.497964,200,35558361,36351865,36530716,36753141,36892605
1644272982,3456M,0.5,584355840.0,0.497915,200,35714824,36305479,36514701,36775066,36959715
1644273062,3456M,0.5,659202048.0,0.498021,200,36100789,36591197,36811408,37161951,37363229
1644273141,3456M,0.5,659202048.0,0.498072,200,36019352,36711659,36879736,37155015,37326540
1644273223,3456M,0.5,725819392.0,0.49826,250,40171014,40870157,41124286,41374557,41466765
1644273312,3456M,0.5,725819392.0,0.498104,250,40369203,41080218,41282430,41532973,41668683
1644273399,3456M,0.5,691974144.0,0.497998,250,40338917,41182195,41408307,41732305,41976566
1644273486,3456M,0.5,730263552.0,0.498518,250,39979713,40851937,41122167,41592407,41794418
1644273576,3456M,0.5,730263552.0,0.497889,250,40375609,41049135,41296921,41551922,41682670
1644273664,3456M,0.5,820895744.0,0.498044,300,42907079,43612237,43797789,43964617,44055561
1644273761,3456M,0.5,820895744.0,0.497968,300,43023385,43710818,43886130,44383951,44605090
1644273859,3456M,0.5,777531392.0,0.497964,300,42852002,43779165,44004019,44375833,44629820
1644273956,3456M,0.5,841814016.0,0.49821,300,42542258,43616545,43910478,44285226,44452646
1644274053,3456M,0.5,789622784.0,0.498497,300,42705684,43650419,44057479,44542147,44756597
1644274152,3456M,0.5,889552896.0,0.497635,350,45412722,46042030,46265396,46466671,46609782
1644274253,3456M,0.5,889552896.0,0.498117,350,45390012,46157159,46388547,46815181,47013691
1644274352,3456M,0.5,1076617216.0,0.498025,350,45578798,46239345,46456541,46722750,46922915
1644274453,3456M,0.5,915816448.0,0.497501,400,46226045,46843894,47008695,47356102,47693462
1644274556,3456M,0.5,1132896256.0,0.497981,400,46334099,47109341,47427374,47658184,47768438
1644274657,3456M,0.5,851447808.0,0.497507,400,46096367,47240225,47558302,47819193,47988000
1644274758,3456M,0.5,1021300736.0,0.497479,400,46349564,46977115,47258951,47742129,47994273
1644274861,3456M,0.5,1009971200.0,0.496829,450,47031649,48188531,48498724,48782328,48932966
1644274964,3456M,0.5,977793024.0,0.497456,450,46909987,48079026,48308986,48484745,48648387
1644275067,3456M,0.5,1229475840.0,0.497377,450,46426647,47482047,47829684,48322342,48505382
1644275170,3456M,0.5,999727104.0,0.497446,450,46799921,47560990,47737660,48105556,48283002
1644275274,3456M,0.5,1133281280.0,0.497667,450,46884440,47661479,48014351,48495920,48622655
1644275379,3456M,0.5,1133281280.0,0.497677,500,47268500,48247532,48560670,49076967,49302922
1644275485,3456M,0.5,1255608320.0,0.497477,500,47871345,48524558,48767223,49012168,49539718
1644275590,3456M,0.5,1032806400.0,0.497436,500,47496299,48381601,48586470,48832851,49068742
1644275833,3328M,0.5,659664896.0,0.354503,50,109913,176791,195733,239322,264073
1644275895,3328M,0.5,250753024.0,0.437184,50,43231,160857,186596,218500,265047
1644275958,3328M,0.5,255561728.0,0.471279,50,61524,159487,182317,206698,229187
1644276021,3328M,0.5,283619328.0,0.458385,50,50765,157886,182801,219739,257155
1644276089,3328M,0.5,447938560.0,0.438922,100,17334029,17786928,17916719,18125877,18237511
1644276158,3328M,0.5,461516800.0,0.42756,100,17423200,17905642,18025980,18214628,18349234
1644276227,3328M,0.5,461516800.0,0.439317,100,17146878,17697365,17807413,17929676,18012425
1644276295,3328M,0.5,451403776.0,0.448675,100,16261226,16929971,17050754,17215702,17370298
1644276364,3328M,0.5,463339520.0,0.458529,100,16641491,17042686,17150912,17301405,17375074
1644276434,3328M,0.5,523759616.0,0.459742,150,29816322,30508931,30632103,30841452,30982687
1644276505,3328M,0.5,561905664.0,0.469199,150,29956364,30497132,30617578,30779954,30903196
1644276576,3328M,0.5,561905664.0,0.479462,150,29983725,30555433,30703661,30883252,30992304
1644276647,3328M,0.5,531435520.0,0.488519,150,29699990,30328777,30499135,30872815,31089765
1644276718,3328M,0.5,539471872.0,0.497756,150,30167623,30654666,30801702,31021138,31169576
1644276791,3328M,0.5,615575552.0,0.497668,200,35554684,36437256,36681900,36993804,37167465
1644276871,3328M,0.5,657399808.0,0.497806,200,35684848,36293563,36466292,36779142,36915552
