6907619/rabbitmq-performance.csv.cpu_usage,n,6907619/rabbitmq-performance.csv.lat99,6907619/rabbitmq-performance.csv.ram_limit,6907619/rabbitmq-performance.csv.min,6907619/rabbitmq-performance.csv.lat50,6907619/rabbitmq-performance.csv.lat95,6907619/rabbitmq-performance.csv.ram_usage,6907619/rabbitmq-performance.csv.cpu_limit,6907619/rabbitmq-performance.csv.time,6907619/rabbitmq-reduced.csv.n,6907619/rabbitmq-reduced.csv.cpu_limit,6907619/rabbitmq-reduced.csv.lat99,6907619/rabbitmq-performance.csv.lat75
0.49795,450,48630985,3968M,47056798,47943998,48498928,926167040.0,0.5,1644261310,350,1.0,87559594,48216140
0.497708,450,48569088,3968M,47053819,47820656,48461545,1217204224.0,0.5,1644261414,350,1.0,87559594,48074363
0.497468,450,48423152,3968M,46752301,47731711,48233110,1132306432.0,0.5,1644261517,350,1.0,87559594,47956392
0.497537,450,48479382,3968M,46702350,47544439,48210417,1059233792.0,0.5,1644261619,350,1.0,87559594,47726752
0.497372,450,48397003,3968M,46606540,47666345,48245945,1205772288.0,0.5,1644261722,350,1.0,87559594,47904808
0.496444,500,48856415,3968M,47227880,48184591,48697219,1028317184.0,0.5,1644261827,350,1.0,87559594,48405816
0.497464,500,48860064,3968M,47261338,48164182,48698536,1261928448.0,0.5,1644261931,350,1.0,87559594,48400082
0.304458,50,224149,3840M,39147,142074,192213,647843840.0,0.5,1644262182,450,1.5,87829898,167149
0.433587,50,209671,3840M,44533,142577,192362,249581568.0,0.5,1644262244,450,1.5,87829898,169650
0.477339,50,193363,3840M,32624,138173,184151,255324160.0,0.5,1644262307,450,1.5,87829898,163487
0.459459,50,203370,3840M,33871,129275,185090,256135168.0,0.5,1644262370,450,1.5,87829898,157626
0.442299,100,17052470,3840M,16260449,16790050,16988460,493625344.0,0.5,1644262438,450,1.5,87829898,16879754
0.414109,100,16577578,3840M,15584818,16279380,16491230,451723264.0,0.5,1644262507,450,1.5,87829898,16378291
0.441797,100,16744770,3840M,15718722,16375472,16665576,490053632.0,0.5,1644262575,450,1.5,87829898,16476287
0.448193,100,15949672,3840M,14942853,15527787,15812205,420929536.0,0.5,1644262644,450,1.5,87829898,15652566
0.463759,100,16534993,3840M,15293498,15942209,16323284,450662400.0,0.5,1644262713,450,1.5,87829898,16104576
0.454702,150,29782543,3840M,28716874,29266867,29631192,552321024.0,0.5,1644262782,450,1.5,87829898,29414042
0.467692,150,30227894,3840M,29083431,29714550,30081388,552321024.0,0.5,1644262853,450,1.5,87829898,29875771
0.476052,150,29476872,3840M,28492856,29021728,29332963,626110464.0,0.5,1644262924,450,1.5,87829898,29135146
0.487581,150,29775609,3840M,28393757,29123797,29626492,626110464.0,0.5,1644262994,450,1.5,87829898,29381411
0.498627,150,30365929,3840M,29153091,29898162,30245866,565493760.0,0.5,1644263064,450,1.5,87829898,30074566
0.498331,200,36644306,3840M,35391786,36284942,36574723,619151360.0,0.5,1644263136,450,1.5,87829898,36407150
0.498506,200,36813384,3840M,35424171,36028377,36648963,697626624.0,0.5,1644263214,450,1.5,87829898,36299063
0.498402,200,36549356,3840M,35321117,36091234,36442363,697626624.0,0.5,1644263293,450,1.5,87829898,36263369
0.498183,200,36856716,3840M,35156900,35956843,36714784,664846336.0,0.5,1644263372,450,1.5,87829898,36199771
0.498085,200,36697689,3840M,35267413,35982020,36387500,664846336.0,0.5,1644263450,450,1.5,87829898,36154249
0.498012,250,41322613,3840M,40043885,40683840,41194395,696664064.0,0.5,1644263529,450,1.5,87829898,40904372
0.498139,250,41304889,3840M,39860491,40626755,41135522,723664896.0,0.5,1644263618,450,1.5,87829898,40833650
0.497864,250,41611589,3840M,39607523,40902562,41511881,736047104.0,0.5,1644263706,450,1.5,87829898,41200463
0.498494,250,41207402,3840M,39860424,40613935,41016702,736047104.0,0.5,1644263793,450,1.5,87829898,40824119
0.498035,250,41400104,3840M,40054086,40740229,41272079,723312640.0,0.5,1644263882,450,1.5,87829898,41007645
0.498167,300,43573322,3840M,42113722,42825850,43453735,839413760.0,0.5,1644263971,450,1.5,87829898,43076228
0.497751,300,43403735,3840M,41598447,42429611,43225349,852119552.0,0.5,1644264068,450,1.5,87829898,42727047
0.498141,300,43415561,3840M,41796567,42479978,43157132,852119552.0,0.5,1644264165,450,1.5,87829898,42732567
0.498299,350,46252210,3840M,44882413,45602026,46047548,851644416.0,0.5,1644264263,450,1.5,87829898,45796438
0.497901,350,46050460,3840M,44825087,45568513,45927036,1022361600.0,0.5,1644264363,450,1.5,87829898,45756722
0.497893,350,46209247,3840M,44711853,45625137,46081134,910430208.0,0.5,1644264463,450,1.5,87829898,45844406
0.49777,400,47818391,3840M,45887586,46889559,47649052,1053118464.0,0.5,1644264564,450,1.5,87829898,47220388
0.498007,400,47535008,3840M,45941853,46614860,47463565,1016487936.0,0.5,1644264665,450,1.5,87829898,47029040
0.497908,450,48289505,3840M,46828510,47658053,48184679,898129920.0,0.5,1644264768,450,1.5,87829898,47971576
0.497849,450,48253645,3840M,46587786,47484591,48149522,1134501888.0,0.5,1644264871,450,1.5,87829898,47781487
0.49754,500,49023061,3840M,47111201,48138592,48755362,950276096.0,0.5,1644264976,450,1.5,87829898,48373590
0.497713,500,48753895,3840M,47189296,47873288,48442465,1308717056.0,0.5,1644265081,450,1.5,87829898,48161831
0.319311,50,219617,3712M,43219,144284,197855,621596672.0,0.5,1644265322,100,2.0,9479286,169907
0.401493,50,257652,3712M,51022,166353,212122,247447552.0,0.5,1644265384,100,2.0,9479286,185399
0.451285,50,213499,3712M,4055,89932,189837,251031552.0,0.5,1644265447,100,2.0,9479286,143863
0.461762,50,194556,3712M,32208,109644,173781,252334080.0,0.5,1644265509,100,2.0,9479286,140026
0.439592,50,184636,3712M,29995,108860,170137,257646592.0,0.5,1644265572,100,2.0,9479286,135336
0.419122,100,16108385,3712M,14944769,15672633,15984442,484720640.0,0.5,1644265640,100,2.0,9479286,15783806
0.427784,100,16185014,3712M,15268677,15809344,16082088,466755584.0,0.5,1644265709,100,2.0,9479286,15925724
0.435809,100,17361396,3712M,16630947,17048640,17296780,444608512.0,0.5,1644265778,100,2.0,9479286,17160011
0.443752,100,15937274,3712M,14924136,15429268,15831888,455360512.0,0.5,1644265846,100,2.0,9479286,15585459
0.462576,100,16576544,3712M,15668679,16181088,16462009,434339840.0,0.5,1644265915,100,2.0,9479286,16292464
0.456916,150,30400920,3712M,29303226,29984652,30286959,657756160.0,0.5,1644265985,100,2.0,9479286,30119848
0.465863,150,30548856,3712M,29645323,30110713,30434771,657756160.0,0.5,1644266056,100,2.0,9479286,30244439
0.477447,150,30266379,3712M,29267256,29779843,30132801,501825536.0,0.5,1644266126,100,2.0,9479286,29943571
0.488004,150,30566186,3712M,29540296,30068110,30448636,557690880.0,0.5,1644266197,100,2.0,9479286,30220300
0.4981,150,30326961,3712M,29353743,29896012,30225830,559067136.0,0.5,1644266268,100,2.0,9479286,30028520
0.49811,200,36817896,3712M,35506962,36092796,36616066,673247232.0,0.5,1644266340,100,2.0,9479286,36283255
0.498164,200,36890461,3712M,35192257,36167309,36747696,673247232.0,0.5,1644266418,100,2.0,9479286,36409024
0.49801,200,36893337,3712M,35344625,36260072,36646692,600854528.0,0.5,1644266497,100,2.0,9479286,36412934
0.498133,200,36349576,3712M,35414953,35827896,36131091,675491840.0,0.5,1644266576,100,2.0,9479286,35946734
0.49813,250,41458580,3712M,39899598,40809066,41301657,675491840.0,0.5,1644266656,100,2.0,9479286,41009281
0.497987,250,41045639,3712M,39694043,40484164,40888744,674889728.0,0.5,1644266743,100,2.0,9479286,40686953
0.49812,250,41727977,3712M,39957367,40826849,41518473,725975040.0,0.5,1644266833,100,2.0,9479286,41144765
0.498076,250,41577842,3712M,40105333,40760892,41420971,743350272.0,0.5,1644266920,100,2.0,9479286,40999889
0.498115,250,41375653,3712M,39820972,40739084,41194590,699633664.0,0.5,1644267009,100,2.0,9479286,40912883
0.498172,300,43714107,3712M,42263937,43029034,43485659,834195456.0,0.5,1644267098,100,2.0,9479286,43227605
0.497932,300,43555742,3712M,42111667,42815810,43307777,905875456.0,0.5,1644267196,100,2.0,9479286,43017941
0.498231,300,43901407,3712M,42507245,43261604,43696419,895741952.0,0.5,1644267293,100,2.0,9479286,43454905
0.497797,350,46346449,3712M,44664656,45740909,46222895,877522944.0,0.5,1644267392,100,2.0,9479286,45952737
0.498044,400,47823613,3712M,45803734,46990088,47588455,799391744.0,0.5,1644267493,100,2.0,9479286,47282478
0.497883,400,47871310,3712M,46029824,47197335,47734748,1145192448.0,0.5,1644267596,100,2.0,9479286,47478672
0.49777,400,47578979,3712M,46091449,46824266,47413157,980549632.0,0.5,1644267697,100,2.0,9479286,47082302
0.497709,450,48438265,3712M,47050714,47815649,48346431,903929856.0,0.5,1644267800,100,2.0,9479286,48112195
0.497368,450,48444293,3712M,46808396,47718472,48299589,1117290496.0,0.5,1644267903,100,2.0,9479286,48006508
0.496367,450,48321303,3712M,46675818,47696678,48135032,941604864.0,0.5,1644268006,100,2.0,9479286,47920298
0.497536,450,48027315,3712M,46398511,47452273,47896826,1147043840.0,0.5,1644268109,100,2.0,9479286,47703372
0.497439,450,48327192,3712M,46897807,47650923,48124037,1069580288.0,0.5,1644268212,100,2.0,9479286,47860523
0.496669,500,48733288,3712M,47052227,47993982,48592369,1148870656.0,0.5,1644268318,100,2.0,9479286,48185787
0.223876,50,202765,3584M,57292,145325,191693,632750080.0,0.5,1644268481,450,0.5,94347139,170905
0.305623,50,213522,3584M,20801,131675,193705,243945472.0,0.5,1644268543,450,0.5,94347139,160994
0.349058,50,221574,3584M,43621,149219,197427,279195648.0,0.5,1644268606,450,0.5,94347139,175397
0.441889,100,17565290,3584M,16446331,16964233,17387753,459902976.0,0.5,1644268675,450,0.5,94347139,17094099
0.441165,100,17341265,3584M,16405830,16950487,17211627,459902976.0,0.5,1644268743,450,0.5,94347139,17055757
0.436044,100,17356699,3584M,16368669,16964926,17247737,472387584.0,0.5,1644268812,450,0.5,94347139,17090691
0.44535,100,17589084,3584M,16826146,17247452,17500668,472387584.0,0.5,1644268880,450,0.5,94347139,17355072
0.459246,100,18139418,3584M,17115991,17751250,18036559,468733952.0,0.5,1644268949,450,0.5,94347139,17872086
0.462781,150,30985253,3584M,30033829,30590278,30885779,527970304.0,0.5,1644269019,450,0.5,94347139,30717658
0.467676,150,30653533,3584M,29710490,30205757,30522038,527970304.0,0.5,1644269091,450,0.5,94347139,30348065
0.476177,150,30411984,3584M,29616393,30069059,30323708,533155840.0,0.5,1644269162,450,0.5,94347139,30184928
0.488535,150,30755887,3584M,29346733,30321758,30669966,533155840.0,0.5,1644269234,450,0.5,94347139,30491483
0.498238,150,31252580,3584M,30194525,30815502,31161312,521986048.0,0.5,1644269304,450,0.5,94347139,30936940
0.498392,200,36908268,3584M,35724854,36350023,36765195,590655488.0,0.5,1644269377,450,0.5,94347139,36529186
0.497889,200,36690086,3584M,35614902,36131730,36564378,633913344.0,0.5,1644269456,450,0.5,94347139,36286701
0.497847,200,36972545,3584M,35643856,36219861,36753647,633913344.0,0.5,1644269536,450,0.5,94347139,36477655
0.497841,200,36857324,3584M,35764452,36304144,36699113,627838976.0,0.5,1644269615,450,0.5,94347139,36468671
0.498317,250,41791578,3584M,40378354,41005416,41607531,728371200.0,0.5,1644269696,450,0.5,94347139,41246213
0.498126,250,41668187,3584M,40080750,41020320,41486491,728371200.0,0.5,1644269783,450,0.5,94347139,41216722
0.498077,250,42095595,3584M,40270152,41103561,41812972,695357440.0,0.5,1644269870,450,0.5,94347139,41345917
0.498068,250,41836572,3584M,40313837,41080819,41714341,721891328.0,0.5,1644269957,450,0.5,94347139,41334935
0.498072,250,41637118,3584M,40259899,41098573,41527031,729976832.0,0.5,1644270044,450,0.5,94347139,41290213
0.497893,300,44073381,3584M,43005702,43583497,43967427,756039680.0,0.5,1644270133,450,0.5,94347139,43746186
0.498115,300,44382553,3584M,42491439,43653332,44156715,756039680.0,0.5,1644270230,450,0.5,94347139,43842344
0.498075,350,46869615,3584M,45488931,46262323,46681589,918577152.0,0.5,1644270330,450,0.5,94347139,46430429
0.497742,350,46703409,3584M,45215511,46028369,46524317,918577152.0,0.5,1644270429,450,0.5,94347139,46262324
0.497984,400,47750872,3584M,46242089,47089693,47586152,1074204672.0,0.5,1644270530,450,0.5,94347139,47259969
0.497643,400,47929658,3584M,46390420,47167881,47799334,1091575808.0,0.5,1644270631,450,0.5,94347139,47384872
0.497493,400,47839630,3584M,45928391,47115332,47687868,1035456512.0,0.5,1644270733,450,0.5,94347139,47408174
0.497689,400,48170212,3584M,46431990,47278303,47945596,1050693632.0,0.5,1644270834,450,0.5,94347139,47541560
0.49748,400,47946295,3584M,46306772,47105483,47825586,1029959680.0,0.5,1644270936,450,0.5,94347139,47435778
0.497704,450,48760383,3584M,47078942,47965911,48676096,1142796288.0,0.5,1644271038,450,0.5,94347139,48300971
0.497673,450,48885551,3584M,46753734,47773133,48771525,1147908096.0,0.5,1644271141,450,0.5,94347139,48339888
0.496896,450,48476979,3584M,46663287,47556984,48333075,950386688.0,0.5,1644271245,450,0.5,94347139,47852941
