scenarioK_csi/samples_base.csv.sample_key,scenarioK_csi/antenna_00_features.csv.subcarrier_8_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_11_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_7_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_21_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_10_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_5_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_1_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_9_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_2_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_4_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_6_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_16_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_3_imaginary,target_x,scenarioK_csi/antenna_00_features.csv.subcarrier_19_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_20_imaginary
user_2_sample_170,-0.14453125,-0.1875,-0.1328125,-0.30859375,-0.17578125,-0.09765625,-0.05078125,-0.16015625,-0.078125,-0.078125,-0.1171875,-0.265625,-0.09375,-812,-0.28125,-0.2890625
user_2_sample_171,-0.14453125,-0.18359375,-0.12890625,-0.30859375,-0.16015625,-0.09765625,-0.0546875,-0.1640625,-0.06640625,-0.09765625,-0.1171875,-0.25390625,-0.08203125,-812,-0.2890625,-0.2890625
user_2_sample_172,-0.1640625,-0.2109375,-0.1328125,-0.296875,-0.18359375,-0.12109375,-0.05078125,-0.14453125,-0.078125,-0.09765625,-0.12109375,-0.25390625,-0.078125,-812,-0.2890625,-0.3046875
user_2_sample_173,-0.13671875,-0.18359375,-0.1328125,-0.30859375,-0.171875,-0.12890625,-0.06640625,-0.16015625,-0.05078125,-0.09375,-0.12890625,-0.265625,-0.078125,-812,-0.28125,-0.28125
user_2_sample_174,-0.14453125,-0.17578125,-0.12109375,-0.30859375,-0.16015625,-0.12890625,-0.05078125,-0.1484375,-0.0703125,-0.08984375,-0.12109375,-0.2421875,-0.078125,-812,-0.2890625,-0.2890625
user_2_sample_175,-0.15625,-0.17578125,-0.14453125,-0.3046875,-0.171875,-0.1171875,-0.06640625,-0.15625,-0.0625,-0.08984375,-0.12890625,-0.25,-0.08203125,-812,-0.26953125,-0.296875
user_2_sample_176,-0.14453125,-0.1875,-0.12109375,-0.31640625,-0.18359375,-0.109375,-0.04296875,-0.14453125,-0.08984375,-0.09375,-0.10546875,-0.23828125,-0.08203125,-812,-0.29296875,-0.3046875
user_2_sample_177,-0.15625,-0.19140625,-0.12890625,-0.3046875,-0.17578125,-0.09765625,-0.0703125,-0.1484375,-0.06640625,-0.09765625,-0.12890625,-0.23828125,-0.078125,-812,-0.27734375,-0.296875
user_2_sample_178,-0.14453125,-0.1875,-0.12890625,-0.3046875,-0.1875,-0.10546875,-0.05078125,-0.14453125,-0.078125,-0.08984375,-0.12109375,-0.25,-0.09375,-812,-0.26953125,-0.296875
user_2_sample_179,-0.13671875,-0.17578125,-0.1328125,-0.3046875,-0.1640625,-0.10546875,-0.05078125,-0.14453125,-0.08984375,-0.08203125,-0.1171875,-0.23828125,-0.08984375,-812,-0.28125,-0.2890625
user_2_sample_17,-0.171875,-0.1875,-0.1484375,-0.3046875,-0.17578125,-0.12890625,-0.06640625,-0.14453125,-0.08203125,-0.08203125,-0.1171875,-0.2421875,-0.078125,-812,-0.28125,-0.296875
user_2_sample_180,-0.14453125,-0.171875,-0.12109375,-0.32421875,-0.1640625,-0.109375,-0.04296875,-0.14453125,-0.06640625,-0.08984375,-0.12109375,-0.25390625,-0.0703125,-812,-0.28125,-0.3046875
user_2_sample_181,-0.15625,-0.1875,-0.13671875,-0.296875,-0.171875,-0.10546875,-0.0625,-0.1484375,-0.0546875,-0.0703125,-0.09765625,-0.25,-0.0703125,-812,-0.27734375,-0.3046875
user_2_sample_182,-0.1484375,-0.17578125,-0.13671875,-0.29296875,-0.1640625,-0.10546875,-0.0546875,-0.1484375,-0.0703125,-0.0703125,-0.109375,-0.25,-0.08203125,-812,-0.29296875,-0.2890625
user_2_sample_183,-0.14453125,-0.1875,-0.1328125,-0.3046875,-0.16015625,-0.109375,-0.0625,-0.15625,-0.078125,-0.08984375,-0.12890625,-0.25,-0.078125,-812,-0.29296875,-0.2890625
user_2_sample_184,-0.15625,-0.1875,-0.12109375,-0.3046875,-0.171875,-0.1171875,-0.06640625,-0.13671875,-0.06640625,-0.0703125,-0.10546875,-0.25390625,-0.08984375,-812,-0.26953125,-0.3046875
user_2_sample_185,-0.15625,-0.203125,-0.12890625,-0.296875,-0.1640625,-0.1171875,-0.08203125,-0.15625,-0.0625,-0.08203125,-0.12109375,-0.2578125,-0.078125,-812,-0.296875,-0.3046875
user_2_sample_186,-0.1484375,-0.18359375,-0.12890625,-0.30859375,-0.17578125,-0.109375,-0.0625,-0.15625,-0.06640625,-0.08984375,-0.12109375,-0.26953125,-0.08203125,-812,-0.28125,-0.296875
user_2_sample_187,-0.1484375,-0.17578125,-0.13671875,-0.296875,-0.16015625,-0.1171875,-0.04296875,-0.14453125,-0.06640625,-0.0703125,-0.1328125,-0.2578125,-0.078125,-812,-0.27734375,-0.296875
user_2_sample_188,-0.14453125,-0.19921875,-0.1328125,-0.29296875,-0.1484375,-0.08984375,-0.0625,-0.1484375,-0.0703125,-0.08984375,-0.12109375,-0.2421875,-0.0703125,-812,-0.29296875,-0.2890625
user_2_sample_189,-0.14453125,-0.1640625,-0.14453125,-0.3046875,-0.16015625,-0.10546875,-0.0625,-0.13671875,-0.05078125,-0.078125,-0.1328125,-0.25,-0.08203125,-812,-0.2890625,-0.2890625
user_2_sample_18,-0.16015625,-0.19140625,-0.1328125,-0.31640625,-0.17578125,-0.1171875,-0.06640625,-0.16015625,-0.08984375,-0.09375,-0.12109375,-0.25390625,-0.09375,-812,-0.28125,-0.296875
user_2_sample_190,-0.1484375,-0.18359375,-0.109375,-0.29296875,-0.171875,-0.109375,-0.0546875,-0.16015625,-0.078125,-0.08984375,-0.12109375,-0.25390625,-0.078125,-812,-0.27734375,-0.296875
user_2_sample_191,-0.1484375,-0.1875,-0.1328125,-0.30859375,-0.18359375,-0.10546875,-0.06640625,-0.1484375,-0.08203125,-0.09765625,-0.109375,-0.25390625,-0.06640625,-812,-0.265625,-0.296875
user_2_sample_192,-0.1484375,-0.18359375,-0.109375,-0.3046875,-0.1640625,-0.12109375,-0.0625,-0.16015625,-0.0703125,-0.08203125,-0.1171875,-0.23828125,-0.06640625,-812,-0.2890625,-0.296875
user_2_sample_193,-0.1484375,-0.1875,-0.13671875,-0.3046875,-0.18359375,-0.1171875,-0.0703125,-0.16015625,-0.078125,-0.08203125,-0.09765625,-0.25,-0.08984375,-812,-0.27734375,-0.296875
user_2_sample_194,-0.16015625,-0.1875,-0.12890625,-0.31640625,-0.18359375,-0.109375,-0.0703125,-0.16015625,-0.08203125,-0.08984375,-0.12109375,-0.2578125,-0.08203125,-812,-0.28125,-0.29296875
user_2_sample_195,-0.15625,-0.19140625,-0.12890625,-0.30859375,-0.1875,-0.12109375,-0.0546875,-0.1484375,-0.08203125,-0.0703125,-0.1171875,-0.23828125,-0.0703125,-812,-0.26953125,-0.31640625
user_2_sample_196,-0.14453125,-0.18359375,-0.12109375,-0.296875,-0.1640625,-0.09765625,-0.06640625,-0.1484375,-0.078125,-0.09375,-0.1328125,-0.25,-0.08203125,-812,-0.28125,-0.28125
user_2_sample_197,-0.1484375,-0.203125,-0.14453125,-0.296875,-0.171875,-0.09765625,-0.0546875,-0.15625,-0.08203125,-0.09765625,-0.12109375,-0.2578125,-0.0703125,-812,-0.29296875,-0.30859375
user_2_sample_198,-0.15625,-0.17578125,-0.12109375,-0.30859375,-0.1640625,-0.1171875,-0.06640625,-0.16015625,-0.06640625,-0.09375,-0.13671875,-0.2578125,-0.08203125,-812,-0.2890625,-0.29296875
user_2_sample_199,-0.14453125,-0.1875,-0.1328125,-0.3046875,-0.1640625,-0.12109375,-0.05078125,-0.14453125,-0.08203125,-0.09765625,-0.109375,-0.2578125,-0.08203125,-812,-0.28125,-0.296875
user_2_sample_19,-0.15625,-0.18359375,-0.12890625,-0.296875,-0.1640625,-0.1171875,-0.06640625,-0.15625,-0.078125,-0.09765625,-0.12890625,-0.2578125,-0.08984375,-812,-0.2890625,-0.296875
user_2_sample_1,-0.1640625,-0.19921875,-0.15625,-0.34375,-0.1875,-0.1328125,-0.078125,-0.17578125,-0.08984375,-0.109375,-0.13671875,-0.2890625,-0.09765625,-812,-0.3203125,-0.3359375
user_2_sample_200,-0.14453125,-0.18359375,-0.12890625,-0.30859375,-0.1640625,-0.109375,-0.0546875,-0.16015625,-0.0703125,-0.08203125,-0.1171875,-0.265625,-0.08203125,-812,-0.26953125,-0.3046875
user_2_sample_201,-0.13671875,-0.17578125,-0.1328125,-0.3046875,-0.171875,-0.10546875,-0.0546875,-0.14453125,-0.06640625,-0.08203125,-0.10546875,-0.2421875,-0.08984375,-812,-0.27734375,-0.29296875
user_2_sample_202,-0.14453125,-0.17578125,-0.12890625,-0.31640625,-0.16015625,-0.1171875,-0.06640625,-0.14453125,-0.08203125,-0.0703125,-0.12109375,-0.2578125,-0.09375,-812,-0.27734375,-0.2890625
user_2_sample_203,-0.14453125,-0.1875,-0.13671875,-0.29296875,-0.1640625,-0.10546875,-0.0625,-0.14453125,-0.078125,-0.08984375,-0.1171875,-0.2421875,-0.08984375,-812,-0.2890625,-0.2890625
user_2_sample_204,-0.1484375,-0.171875,-0.12109375,-0.31640625,-0.16015625,-0.10546875,-0.0625,-0.14453125,-0.078125,-0.078125,-0.12109375,-0.25,-0.08203125,-812,-0.27734375,-0.3046875
user_2_sample_205,-0.14453125,-0.18359375,-0.1328125,-0.31640625,-0.16015625,-0.1171875,-0.0625,-0.15625,-0.0703125,-0.08203125,-0.1328125,-0.23046875,-0.09375,-812,-0.27734375,-0.28125
user_2_sample_206,-0.16015625,-0.1875,-0.14453125,-0.31640625,-0.1640625,-0.1171875,-0.06640625,-0.1484375,-0.09375,-0.08984375,-0.12890625,-0.2265625,-0.06640625,-812,-0.265625,-0.30859375
user_2_sample_207,-0.1484375,-0.18359375,-0.14453125,-0.3046875,-0.171875,-0.12890625,-0.06640625,-0.1484375,-0.0703125,-0.08984375,-0.109375,-0.25390625,-0.06640625,-812,-0.265625,-0.3046875
user_2_sample_208,-0.13671875,-0.1875,-0.14453125,-0.3046875,-0.171875,-0.1171875,-0.05078125,-0.15625,-0.06640625,-0.08203125,-0.12109375,-0.2421875,-0.08984375,-812,-0.26953125,-0.296875
user_2_sample_209,-0.14453125,-0.19140625,-0.13671875,-0.30859375,-0.1875,-0.12109375,-0.0625,-0.1484375,-0.078125,-0.09375,-0.1171875,-0.2421875,-0.08984375,-812,-0.28125,-0.29296875
user_2_sample_20,-0.1484375,-0.19140625,-0.1328125,-0.296875,-0.1640625,-0.12109375,-0.0703125,-0.1484375,-0.078125,-0.08984375,-0.12890625,-0.25,-0.0703125,-812,-0.27734375,-0.3046875
user_2_sample_210,-0.1640625,-0.19921875,-0.14453125,-0.30859375,-0.17578125,-0.09765625,-0.06640625,-0.1484375,-0.078125,-0.09375,-0.1171875,-0.25,-0.078125,-812,-0.29296875,-0.3046875
user_2_sample_211,-0.15625,-0.19140625,-0.14453125,-0.3203125,-0.16015625,-0.1171875,-0.0625,-0.14453125,-0.0703125,-0.09765625,-0.12109375,-0.2421875,-0.078125,-812,-0.265625,-0.296875
user_2_sample_212,-0.15625,-0.1875,-0.1328125,-0.296875,-0.17578125,-0.109375,-0.0625,-0.1484375,-0.06640625,-0.09765625,-0.12109375,-0.25390625,-0.078125,-812,-0.28125,-0.3046875
user_2_sample_213,-0.14453125,-0.18359375,-0.12109375,-0.3203125,-0.1640625,-0.109375,-0.06640625,-0.15625,-0.06640625,-0.09765625,-0.109375,-0.23828125,-0.078125,-812,-0.28125,-0.30859375
user_2_sample_214,-0.14453125,-0.1875,-0.13671875,-0.31640625,-0.171875,-0.1171875,-0.06640625,-0.16015625,-0.0703125,-0.09375,-0.109375,-0.2421875,-0.08203125,-812,-0.27734375,-0.296875
user_2_sample_215,-0.13671875,-0.18359375,-0.12109375,-0.31640625,-0.18359375,-0.1171875,-0.0625,-0.15625,-0.0703125,-0.08203125,-0.12109375,-0.25,-0.08984375,-812,-0.28125,-0.296875
user_2_sample_216,-0.1328125,-0.17578125,-0.1328125,-0.30859375,-0.1640625,-0.1171875,-0.05078125,-0.1484375,-0.06640625,-0.08203125,-0.12109375,-0.25390625,-0.09765625,-812,-0.29296875,-0.3046875
user_2_sample_217,-0.1484375,-0.1875,-0.1328125,-0.29296875,-0.171875,-0.12109375,-0.0625,-0.1484375,-0.078125,-0.09765625,-0.109375,-0.2421875,-0.0703125,-812,-0.28125,-0.3046875
user_2_sample_218,-0.14453125,-0.1875,-0.1328125,-0.30859375,-0.1875,-0.1171875,-0.0625,-0.16015625,-0.0703125,-0.09765625,-0.12890625,-0.25,-0.08984375,-812,-0.29296875,-0.296875
user_2_sample_219,-0.1328125,-0.17578125,-0.12109375,-0.31640625,-0.171875,-0.109375,-0.0703125,-0.16015625,-0.08203125,-0.09375,-0.12109375,-0.2421875,-0.09375,-812,-0.28125,-0.3046875
user_2_sample_21,-0.15625,-0.17578125,-0.1328125,-0.3046875,-0.171875,-0.12109375,-0.08203125,-0.15625,-0.078125,-0.09765625,-0.1171875,-0.23828125,-0.08203125,-812,-0.27734375,-0.296875
user_2_sample_220,-0.15625,-0.1875,-0.12890625,-0.30859375,-0.1640625,-0.12890625,-0.078125,-0.14453125,-0.0703125,-0.09765625,-0.12109375,-0.25390625,-0.08203125,-812,-0.296875,-0.29296875
user_2_sample_221,-0.13671875,-0.17578125,-0.1328125,-0.3046875,-0.1640625,-0.109375,-0.0546875,-0.15625,-0.0703125,-0.08984375,-0.109375,-0.25,-0.078125,-812,-0.265625,-0.29296875
user_2_sample_222,-0.14453125,-0.17578125,-0.13671875,-0.31640625,-0.17578125,-0.12890625,-0.05078125,-0.16015625,-0.078125,-0.09375,-0.12109375,-0.25390625,-0.06640625,-812,-0.28125,-0.30859375
user_2_sample_223,-0.16015625,-0.19140625,-0.1328125,-0.296875,-0.17578125,-0.1171875,-0.0625,-0.1484375,-0.08984375,-0.08984375,-0.1171875,-0.2578125,-0.09375,-812,-0.27734375,-0.2890625
user_2_sample_224,-0.15625,-0.1875,-0.12109375,-0.32421875,-0.18359375,-0.109375,-0.0625,-0.1484375,-0.08203125,-0.09765625,-0.10546875,-0.25,-0.08203125,-812,-0.27734375,-0.296875
user_2_sample_225,-0.1484375,-0.1875,-0.13671875,-0.3046875,-0.171875,-0.1171875,-0.0625,-0.15625,-0.08203125,-0.08984375,-0.12109375,-0.25,-0.08203125,-812,-0.2890625,-0.29296875
user_2_sample_226,-0.1484375,-0.19921875,-0.12890625,-0.30859375,-0.171875,-0.10546875,-0.0625,-0.1640625,-0.08984375,-0.0703125,-0.09375,-0.28125,-0.08203125,-812,-0.27734375,-0.28125
user_2_sample_227,-0.16015625,-0.1875,-0.1484375,-0.296875,-0.171875,-0.1171875,-0.0625,-0.15625,-0.078125,-0.08203125,-0.12109375,-0.25,-0.078125,-812,-0.2890625,-0.2890625
user_2_sample_228,-0.1484375,-0.1875,-0.1328125,-0.296875,-0.171875,-0.109375,-0.05078125,-0.15625,-0.0703125,-0.09375,-0.12109375,-0.25,-0.08984375,-812,-0.2890625,-0.3046875
user_2_sample_229,-0.13671875,-0.18359375,-0.12890625,-0.3046875,-0.17578125,-0.109375,-0.0546875,-0.14453125,-0.0546875,-0.08984375,-0.1171875,-0.25390625,-0.078125,-812,-0.27734375,-0.3046875
user_2_sample_22,-0.16015625,-0.18359375,-0.14453125,-0.3203125,-0.18359375,-0.12890625,-0.0703125,-0.15625,-0.078125,-0.09765625,-0.12109375,-0.2421875,-0.078125,-812,-0.27734375,-0.3046875
user_2_sample_230,-0.16015625,-0.19921875,-0.12890625,-0.31640625,-0.17578125,-0.12109375,-0.0546875,-0.14453125,-0.0703125,-0.08203125,-0.109375,-0.25390625,-0.06640625,-812,-0.26953125,-0.29296875
user_2_sample_231,-0.13671875,-0.18359375,-0.12890625,-0.28125,-0.171875,-0.12109375,-0.0625,-0.14453125,-0.0703125,-0.08984375,-0.12109375,-0.25390625,-0.078125,-812,-0.28125,-0.3046875
user_2_sample_232,-0.16015625,-0.19140625,-0.13671875,-0.30859375,-0.17578125,-0.09765625,-0.0625,-0.15625,-0.0625,-0.09765625,-0.12890625,-0.25390625,-0.08984375,-812,-0.27734375,-0.2890625
user_2_sample_233,-0.13671875,-0.19921875,-0.13671875,-0.296875,-0.16015625,-0.1171875,-0.0625,-0.1640625,-0.0625,-0.10546875,-0.1171875,-0.2578125,-0.08984375,-812,-0.265625,-0.3046875
user_2_sample_234,-0.16015625,-0.1875,-0.1328125,-0.296875,-0.1640625,-0.109375,-0.0625,-0.15625,-0.0703125,-0.09375,-0.1171875,-0.2578125,-0.09375,-812,-0.3046875,-0.30859375
user_2_sample_235,-0.15625,-0.19140625,-0.15625,-0.30859375,-0.18359375,-0.12109375,-0.04296875,-0.14453125,-0.06640625,-0.078125,-0.109375,-0.265625,-0.078125,-812,-0.27734375,-0.296875
user_2_sample_236,-0.1484375,-0.17578125,-0.13671875,-0.32421875,-0.171875,-0.10546875,-0.0546875,-0.15625,-0.078125,-0.09375,-0.12890625,-0.25390625,-0.0703125,-812,-0.2890625,-0.296875
user_2_sample_237,-0.15625,-0.17578125,-0.1171875,-0.3046875,-0.17578125,-0.1171875,-0.05078125,-0.1328125,-0.0625,-0.08203125,-0.109375,-0.2421875,-0.08203125,-812,-0.27734375,-0.3046875
user_2_sample_238,-0.14453125,-0.19921875,-0.12890625,-0.3046875,-0.17578125,-0.1171875,-0.0625,-0.1640625,-0.078125,-0.08203125,-0.12109375,-0.25,-0.08203125,-812,-0.29296875,-0.3046875
user_2_sample_239,-0.14453125,-0.19140625,-0.13671875,-0.31640625,-0.1640625,-0.10546875,-0.0625,-0.1484375,-0.0625,-0.08984375,-0.12890625,-0.25,-0.078125,-812,-0.29296875,-0.29296875
user_2_sample_23,-0.1484375,-0.19140625,-0.14453125,-0.296875,-0.17578125,-0.1328125,-0.08984375,-0.16015625,-0.078125,-0.09375,-0.1171875,-0.25,-0.08203125,-812,-0.27734375,-0.296875
user_2_sample_24,-0.1484375,-0.19921875,-0.1328125,-0.3046875,-0.1640625,-0.109375,-0.06640625,-0.16015625,-0.078125,-0.08984375,-0.12109375,-0.25,-0.08984375,-812,-0.26953125,-0.296875
user_2_sample_25,-0.14453125,-0.1875,-0.14453125,-0.31640625,-0.18359375,-0.1171875,-0.0703125,-0.1484375,-0.08203125,-0.078125,-0.12890625,-0.2421875,-0.08203125,-812,-0.296875,-0.296875
user_2_sample_26,-0.1484375,-0.203125,-0.1328125,-0.3203125,-0.1640625,-0.109375,-0.0703125,-0.15625,-0.06640625,-0.09375,-0.12109375,-0.25390625,-0.08984375,-812,-0.28125,-0.29296875
user_2_sample_27,-0.15625,-0.19140625,-0.13671875,-0.3046875,-0.17578125,-0.1171875,-0.0546875,-0.1484375,-0.0703125,-0.09765625,-0.12890625,-0.25,-0.08984375,-812,-0.27734375,-0.2890625
user_2_sample_28,-0.13671875,-0.17578125,-0.14453125,-0.30859375,-0.18359375,-0.12890625,-0.06640625,-0.16015625,-0.0703125,-0.10546875,-0.12890625,-0.25,-0.08984375,-812,-0.26953125,-0.29296875
user_2_sample_29,-0.1640625,-0.18359375,-0.12890625,-0.296875,-0.18359375,-0.1171875,-0.0546875,-0.1640625,-0.078125,-0.08984375,-0.12890625,-0.2421875,-0.078125,-812,-0.2890625,-0.28125
user_2_sample_2,-0.1640625,-0.21484375,-0.1640625,-0.34765625,-0.17578125,-0.12109375,-0.0703125,-0.17578125,-0.08203125,-0.10546875,-0.12890625,-0.28125,-0.08203125,-812,-0.33203125,-0.34375
user_2_sample_30,-0.16015625,-0.1875,-0.14453125,-0.3203125,-0.19140625,-0.1171875,-0.0546875,-0.1484375,-0.078125,-0.09375,-0.1328125,-0.25390625,-0.09765625,-812,-0.2890625,-0.3046875
user_2_sample_31,-0.1484375,-0.2109375,-0.13671875,-0.30859375,-0.171875,-0.12890625,-0.078125,-0.171875,-0.078125,-0.09765625,-0.12109375,-0.2421875,-0.08984375,-812,-0.27734375,-0.29296875
user_2_sample_32,-0.14453125,-0.1875,-0.13671875,-0.31640625,-0.16015625,-0.109375,-0.0703125,-0.1640625,-0.05078125,-0.08984375,-0.1328125,-0.25390625,-0.08203125,-812,-0.29296875,-0.29296875
user_2_sample_33,-0.15625,-0.19921875,-0.13671875,-0.31640625,-0.18359375,-0.13671875,-0.06640625,-0.14453125,-0.078125,-0.09765625,-0.12890625,-0.25390625,-0.078125,-812,-0.2890625,-0.30859375
user_2_sample_34,-0.1484375,-0.18359375,-0.1328125,-0.30859375,-0.19140625,-0.10546875,-0.078125,-0.1640625,-0.08984375,-0.08984375,-0.12890625,-0.25390625,-0.09375,-812,-0.26953125,-0.29296875
user_2_sample_35,-0.1484375,-0.1875,-0.1171875,-0.3046875,-0.171875,-0.1171875,-0.0546875,-0.15625,-0.078125,-0.09765625,-0.12890625,-0.25,-0.08984375,-812,-0.28125,-0.28125
user_2_sample_36,-0.16015625,-0.171875,-0.13671875,-0.30859375,-0.171875,-0.1171875,-0.0625,-0.15625,-0.09375,-0.10546875,-0.109375,-0.265625,-0.08984375,-812,-0.26953125,-0.29296875
user_2_sample_37,-0.1484375,-0.19140625,-0.14453125,-0.296875,-0.171875,-0.109375,-0.0625,-0.171875,-0.08984375,-0.09375,-0.12109375,-0.2578125,-0.078125,-812,-0.28125,-0.29296875
user_2_sample_38,-0.16015625,-0.17578125,-0.12109375,-0.31640625,-0.17578125,-0.1171875,-0.06640625,-0.1484375,-0.06640625,-0.09375,-0.12109375,-0.25390625,-0.06640625,-812,-0.28125,-0.3046875
user_2_sample_39,-0.14453125,-0.17578125,-0.12109375,-0.30859375,-0.16015625,-0.12890625,-0.08203125,-0.1640625,-0.078125,-0.09375,-0.12109375,-0.265625,-0.08984375,-812,-0.296875,-0.31640625
user_2_sample_3,-0.14453125,-0.2265625,-0.16015625,-0.34375,-0.1875,-0.1171875,-0.0625,-0.1640625,-0.078125,-0.10546875,-0.1328125,-0.27734375,-0.09375,-812,-0.30859375,-0.34375
user_2_sample_40,-0.13671875,-0.1875,-0.12890625,-0.3046875,-0.17578125,-0.109375,-0.05078125,-0.14453125,-0.0703125,-0.08984375,-0.1171875,-0.2578125,-0.08203125,-812,-0.2890625,-0.28125
user_2_sample_41,-0.14453125,-0.19140625,-0.12890625,-0.31640625,-0.18359375,-0.12109375,-0.0625,-0.14453125,-0.0703125,-0.08984375,-0.12890625,-0.2421875,-0.078125,-812,-0.28125,-0.296875
user_2_sample_42,-0.16015625,-0.19140625,-0.12109375,-0.29296875,-0.18359375,-0.109375,-0.0625,-0.1640625,-0.08203125,-0.09765625,-0.1171875,-0.25,-0.08984375,-812,-0.28125,-0.296875
user_2_sample_43,-0.15625,-0.19140625,-0.1328125,-0.3046875,-0.171875,-0.12890625,-0.05078125,-0.16015625,-0.08984375,-0.08203125,-0.1328125,-0.25,-0.0703125,-812,-0.28125,-0.3046875
user_2_sample_44,-0.14453125,-0.1875,-0.13671875,-0.2890625,-0.1640625,-0.09765625,-0.0625,-0.16015625,-0.08203125,-0.08984375,-0.12890625,-0.2421875,-0.08203125,-812,-0.28125,-0.3046875
user_2_sample_45,-0.14453125,-0.19921875,-0.14453125,-0.31640625,-0.1640625,-0.1171875,-0.0625,-0.16015625,-0.078125,-0.09375,-0.12890625,-0.265625,-0.09375,-812,-0.29296875,-0.296875
user_2_sample_46,-0.16015625,-0.18359375,-0.13671875,-0.30859375,-0.17578125,-0.12109375,-0.0703125,-0.15625,-0.078125,-0.08984375,-0.12890625,-0.2578125,-0.09375,-812,-0.29296875,-0.296875
user_2_sample_47,-0.1484375,-0.21484375,-0.1484375,-0.29296875,-0.17578125,-0.12890625,-0.0703125,-0.1640625,-0.08984375,-0.08203125,-0.12890625,-0.26953125,-0.09765625,-812,-0.2890625,-0.3046875
user_2_sample_48,-0.1640625,-0.1875,-0.12890625,-0.296875,-0.19140625,-0.1328125,-0.06640625,-0.15625,-0.09375,-0.08984375,-0.13671875,-0.2421875,-0.08984375,-812,-0.26953125,-0.3046875
user_2_sample_49,-0.1484375,-0.1875,-0.14453125,-0.31640625,-0.1640625,-0.10546875,-0.0703125,-0.171875,-0.0703125,-0.09765625,-0.12109375,-0.25390625,-0.09765625,-812,-0.296875,-0.2890625
user_2_sample_4,-0.17578125,-0.21484375,-0.1484375,-0.32421875,-0.19921875,-0.13671875,-0.078125,-0.17578125,-0.078125,-0.1171875,-0.1328125,-0.28125,-0.09765625,-812,-0.3046875,-0.32421875
user_2_sample_50,-0.14453125,-0.19140625,-0.14453125,-0.31640625,-0.1875,-0.1171875,-0.06640625,-0.16015625,-0.08984375,-0.109375,-0.1171875,-0.2421875,-0.08203125,-812,-0.28125,-0.3046875
user_2_sample_51,-0.14453125,-0.19921875,-0.14453125,-0.3046875,-0.171875,-0.109375,-0.06640625,-0.171875,-0.0703125,-0.09765625,-0.12890625,-0.25390625,-0.09375,-812,-0.2890625,-0.3046875
user_2_sample_52,-0.16015625,-0.203125,-0.14453125,-0.3203125,-0.18359375,-0.1171875,-0.0546875,-0.1640625,-0.078125,-0.09765625,-0.14453125,-0.2578125,-0.08203125,-812,-0.29296875,-0.29296875
user_2_sample_53,-0.14453125,-0.19921875,-0.14453125,-0.30859375,-0.19140625,-0.12109375,-0.0625,-0.15625,-0.078125,-0.1171875,-0.109375,-0.2578125,-0.09765625,-812,-0.2890625,-0.2890625
user_2_sample_54,-0.15625,-0.203125,-0.1328125,-0.296875,-0.18359375,-0.12890625,-0.0625,-0.14453125,-0.08984375,-0.09765625,-0.12890625,-0.265625,-0.09375,-812,-0.265625,-0.29296875
user_2_sample_55,-0.14453125,-0.1875,-0.1328125,-0.30859375,-0.1875,-0.12109375,-0.0625,-0.16015625,-0.0703125,-0.09765625,-0.1328125,-0.25,-0.09765625,-812,-0.29296875,-0.3046875
user_2_sample_56,-0.13671875,-0.19921875,-0.13671875,-0.30859375,-0.17578125,-0.12890625,-0.06640625,-0.16015625,-0.0703125,-0.109375,-0.13671875,-0.25,-0.09765625,-812,-0.29296875,-0.30859375
user_2_sample_57,-0.14453125,-0.19921875,-0.1328125,-0.31640625,-0.18359375,-0.1328125,-0.0703125,-0.15625,-0.078125,-0.09375,-0.13671875,-0.25390625,-0.078125,-812,-0.29296875,-0.29296875
user_2_sample_58,-0.1484375,-0.203125,-0.13671875,-0.30859375,-0.17578125,-0.109375,-0.06640625,-0.1484375,-0.078125,-0.08984375,-0.12890625,-0.25,-0.0703125,-812,-0.28125,-0.296875
user_2_sample_59,-0.14453125,-0.19140625,-0.13671875,-0.3046875,-0.18359375,-0.12109375,-0.06640625,-0.17578125,-0.08984375,-0.09765625,-0.109375,-0.25,-0.09375,-812,-0.29296875,-0.29296875
user_2_sample_5,-0.171875,-0.23046875,-0.16015625,-0.35546875,-0.19140625,-0.12109375,-0.0703125,-0.171875,-0.08203125,-0.08203125,-0.14453125,-0.2890625,-0.08984375,-812,-0.3203125,-0.3203125
user_2_sample_60,-0.16015625,-0.19140625,-0.12109375,-0.30859375,-0.16015625,-0.1171875,-0.0625,-0.171875,-0.06640625,-0.08203125,-0.1171875,-0.265625,-0.09375,-812,-0.296875,-0.30859375
